,3.48833,72.863
SEP,32.2153,-98.1777
SEPS,-3.31967,-79.7692
SEQE,-0.9894,-79.4651
SERB,-1.65343,-78.6561
SESD,-0.248222,-79.2144
SETA,-2.26104,-79.6802
SETE,-0.986767,-77.8195
SEU,-2.45806,34.8225
SEY,15.1797,-12.2073
SEZ,-4.67434,55.5218
SFA,34.718,10.691
SFB,28.7776,-81.2375
SFC,16.2578,-61.2625
SFD,7.88332,-67.444
SFE,16.5956,120.303
SFF,47.6828,-117.323
SFG,18.0999,-63.0472
SFH,30.9302,-114.809
SFJ,67.0122,-50.7116
SFK,-0.699431,-48.521
SFL,14.885,-24.48
SFN,-31.7117,-60.8117
SFO,37.619,-122.375
SFQ,37.0943,38.8471
SFS,14.7944,120.271
SFT,64.6248,21.0769
SFZ,41.9208,-71.4914
SGC,61.3437,73.4018
SGD,54.9644,9.79173
SGE,50.7077,8.08297
SGF,37.2457,-93.3886
SGH,39.8403,-83.8402
SGI,32.0486,72.665
SGIB,-25.4075,-54.6194
SGN,10.8188,106.652
SGO,-28.0497,148.595
SGQ,0.3847,117.543
SGR,29.6223,-95.6565
SGU,37.0364,-113.51
SGV,-41.5917,-65.3394
SGX,-10.683,35.583
SGY,59.4601,-135.316
SGZ,7.18656,100.608
SHA,31.1979,121.336
SHB,43.5775,144.96
SHD,38.2638,-78.8964
SHE,41.6398,123.483
SHG,66.8881,-157.162
SHH,66.2496,-166.089
SHI,24.8267,125.145
SHJ,25.3286,55.5172
SHL,25.7036,91.9787
SHM,33.6622,135.364
SHN,47.2336,-123.148
SHO,-26.3586,31.7169
SHP,39.9681,119.731
SHR,44.7692,-106.98
SHT,-36.4289,145.393
SHV,32.4466,-93.8256
SHW,17.4669,47.1214
SHX,62.6923,-159.569
SHY,-3.6093,33.5035
SIA,34.3767,109.12
SID,16.7414,-22.9494
SIDG,-22.4292,-55.5333
SIEL,-16.5836,-57.7322
SIF,27.1595,84.9801
SIG,18.4568,-66.0981
SIJ,66.1333,-18.9167
SIK,36.8989,-89.5618
SIMC,-22.7114,-47.1411
SIN,1.35019,103.994
SIO,-40.835,145.084
SIP,45.0522,33.9751
SIQ,-0.479189,104.579
SIR,46.2196,7.32676
SIS,-27.6486,22.9993
SIT,57.0471,-135.362
SIU,13.7272,-84.7778
SIXZ,-24,-48.6083
SJC,37.3626,-121.929
SJD,23.1518,-109.721
SJE,2.57969,-72.6394
SJI,12.3615,121.047
SJJ,43.8246,18.3315
SJK,-23.2292,-45.8615
SJL,-0.14835,-66.9855
SJO,9.99386,-84.2088
SJOG,-9.88472,-63.0489
SJP,-20.8166,-49.4065
SJT,31.3577,-100.496
SJTF,-13.0619,-62.2575
SJU,18.4394,-66.0018
SJW,38.2807,114.697
SJY,62.6921,22.8323
SJYD,-11.9647,-61.6867
SJZ,38.6655,-28.1758
SKA,47.6151,-117.656
SKAG,8.247,-73.5814
SKB,17.3112,-62.7187
SKD,39.7005,66.9838
SKE,59.185,9.56694
SKF,29.3842,-98.5811
SKG,40.5197,22.9709
SKGY,4.81233,-74.0649
SKGZ,2.1464,-75.6944
SKH,28.586,81.636
SKK,64.3711,-161.224
SKN,68.5788,15.0334
SKO,12.9163,5.20719
SKP,41.9616,21.6214
SKPB,12.2215,-71.9848
SKS,55.221,9.26702
SKT,32.5356,74.3639
SKTJ,5.54138,-73.3445
SKU,38.9676,24.4872
SKUA,5.52448,-68.6856
SKV,28.6853,34.0625
SKX,54.1251,45.2123
SKY,41.4334,-82.6523
SKZ,27.722,68.7917
SLA,-24.856,-65.4862
SLC,40.7884,-111.978
SLCC,-16.1911,-69.0956
SLCR,-17.9136,-64.5178
SLD,48.6378,19.1341
SLE,44.9095,-123.003
SLF,20.4647,45.6196
SLH,-13.8517,167.537
SLJ,-22.2554,117.763
SLK,44.3853,-74.2062
SLL,17.0387,54.0913
SLM,40.9521,-5.50199
SLN,38.791,-97.6522
SLP,22.2543,-100.931
SLPA,-18.9717,-62.9753
SLQ,61.7005,-157.166
SLU,14.0202,-60.9929
SLV,31.0818,77.068
SLW,25.5495,-100.929
SLX,21.333,-71.2
SLY,66.5908,66.611
SLZ,-2.58536,-44.2341
SMA,36.9714,-25.1706
SMAF,4.9985,-54.992
SMAM,3.54788,-57.634
SMD,41.1434,-85.1528
SMDU,2.5235,-56.3247
SME,37.0534,-84.6159
SMF,38.6954,-121.591
SMGH,4.0583,-54.7861
SMI,37.69,26.9117
SMK,63.4901,-162.11
SMKA,4.406,-57.223
SMKE,3.09434,-56.4727
SML,23.5823,-75.2686
SMLA,3.4113,-54.028
SMN,45.1238,-113.881
SMO,34.0158,-118.451
SMPE,4.12639,-54.6236
SMPT,3.50278,-55.0588
SMQ,-2.49919,112.975
SMR,11.1196,-74.2306
SMS,-17.0939,49.8158
SMSI,2.02644,-56.1264
SMSK,4.31944,-54.9667
SMSM,2.35443,-56.7924
SMT,-12.4792,-55.6723
SMV,46.5341,9.88411
SMW,26.7318,-11.6847
SMX,34.8989,-120.457
SMZ,4.35,-54.4167
SNA,33.6757,-117.868
SNAP,-15.732,-43.3231
SNB,-11.4228,130.654
SNBM,-21.1261,-42.3944
SNC,-2.20499,-80.9889
SNCL,-13.3894,-38.91
SNCW,-2.373,-44.3964
SNE,16.5884,-24.2847
SNF,10.2787,-68.7552
SNJ,22.0953,-84.152
SNKF,-20.7386,-43.7974
SNKV,1.04278,-50.5167
SNN,52.702,-8.92482
SNO,17.1951,104.119
SNOB,-3.67889,-40.3368
SNP,57.1673,-170.22
SNR,47.3106,-2.15667
SNS,36.6628,-121.606
SNU,22.4922,-79.9436
SNV,4.555,-61.15
SNW,18.4607,94.3001
SNY,41.1013,-102.985
SNZ,-22.9324,-43.7191
SNZR,-17.2426,-46.8831
SOB,46.6864,17.1591
SOC,-7.51609,110.757
SOD,-23.478,-47.49
SOF,42.6967,23.4114
SOG,61.1561,7.13778
SOJ,69.7868,20.9594
SOM,8.94515,-64.1511
SON,-15.505,167.22
SOO,61.2615,17.0991
SOP,35.2374,-79.3912
SOQ,-0.894,131.287
SOT,67.395,26.6191
SOU,50.9503,-1.3568
SOV,59.4424,-151.704
SOW,34.2655,-110.006
SOY,59.1553,-2.64139
SOZ,41.9244,9.406
SPA,34.9157,-81.9565
SPAB,-5.25677,-79.4429
SPAT,-8.83333,-74.6833
SPAY,-10.7291,-73.7665
SPB,18.3386,-64.9407
SPBC,-3.91686,-70.5082
SPC,28.6265,-17.7556
SPCH,-8.183,-76.517
SPD,25.7592,88.9089
SPEP,-9.76813,-70.7065
SPEQ,-17.179,-70.9308
SPF,44.4803,-103.783
SPG,27.7651,-82.627
SPI,39.8441,-89.6779
SPJ,36.9739,22.5263
SPLP,-12.1607,-76.9989
SPM,49.9727,6.6925
SPN,15.119,145.729
SPOL,-11.9287,-77.0611
SPP,-14.6576,17.7198
SPR,17.9139,-87.9711
SPRM,-11.1286,-75.3505
SPS,33.9888,-98.4919
SPU,43.5389,16.298
SPW,43.1655,-95.2028
SPY,4.74672,-6.66082
SQA,34.6068,-120.076
SQD,28.3797,117.964
SQG,0.063619,111.473
SQH,21.217,104.033
SQJ,26.4263,117.834
SQL,37.5119,-122.25
SQN,-2.08051,125.967
SQO,64.9609,17.6966
SQQ,55.8939,23.395
SQR,-2.5312,121.358
SQW,56.5502,9.17298
SQX,-26.7816,-53.5035
SQZ,53.3078,-0.550833
SRA,-27.9067,-54.5204
SRE,-19.0071,-65.2887
SRG,-6.97273,110.375
SRH,9.14444,18.3744
SRI,-0.484531,117.157
SRJ,-14.8592,-66.7375
SRN,-42.155,145.292
SRP,59.7919,5.34085
SRQ,27.3954,-82.5544
SRT,1.72769,33.6228
SRX,31.0635,16.595
SRY,36.6358,53.1936
SRZ,-17.8116,-63.1715
SSA,-12.9086,-38.3225
SSC,33.9727,-80.4706
SSE,17.628,75.9348
SSF,29.337,-98.4711
SSG,3.75527,8.70872
SSH,27.9773,34.395
SSHH,-25.6042,-54.4936
SSHS,-25.6131,-54.3981
SSI,31.1518,-81.3913
SSJ,65.9568,12.4689
SSMT,-31.1036,-50.9103
SSN,37.4447,127.113
SSR,-15.4708,168.152
SST,-36.5423,-56.7218
SSVV,-21.2944,-56.1186
SSY,-6.2699,14.247
SSYT,-27.1425,-53.6858
SSZ,-23.9281,-46.2997
STA,55.9901,8.35391
STB,8.97455,-71.9433
STC,45.5466,-94.0599
STD,7.56538,-72.0351
STE,44.5452,-89.5303
STG,56.5783,-169.662
STI,19.4061,-70.6047
STJ,39.7719,-94.9097
STK,40.6153,-103.265
STL,38.7487,-90.37
STM,-2.42472,-54.7858
STN,51.885,0.235
STP,44.9345,-93.06
STR,48.6899,9.22196
STS,38.509,-122.813
STT,18.3373,-64.9734
STV,21.1141,72.7418
STW,45.1092,42.1128
STX,17.7019,-64.7986
STY,-31.4385,-57.9853
STZ,-10.4647,-50.5186
SUA,27.1817,-80.2211
SUAA,-34.7892,-56.2647
SUB,-7.37983,112.787
SUF,38.9054,16.2423
SUG,9.75584,125.481
SUI,42.8582,41.1281
SUJ,47.7033,22.8857
SUK,67.792,130.394
SUL,28.6451,69.1769
SUN,43.5044,-114.296
SUP,-7.0242,113.89
SUPE,-34.917,-54.917
SUR,52.7086,-88.5419
SUS,38.6621,-90.652
SUU,38.2627,-121.927
SUV,-18.0433,178.559
SUX,42.4026,-96.3844
SUY,62.185,117.635
SVA,63.6864,-170.493
SVAT,4.05104,-67.6997
SVB,-14.2786,50.1747
SVBL,10.1834,-67.5573
SVCJ,9.64772,-68.5747
SVCS,10.2861,-66.8161
SVCZ,9.37265,-66.9228
SVD,13.1567,-61.1499
SVFM,10.485,-66.8435
SVFT,7.1,-69.5833
SVG,58.8767,5.63778
SVH,35.7653,-80.9539
SVI,2.15217,-74.7663
SVJ,68.2433,14.6692
SVJM,9.90695,-67.3796
SVL,61.9431,28.9451
SVLO,11.8072,-66.1796
SVMP,10.1332,-66.7878
SVN,32.01,-81.1457
SVO,55.9726,37.4146
SVP,-12.4046,16.9474
SVQ,37.418,-5.89311
SVSJ,8.91667,-71.9333
SVU,-16.8028,179.341
SVW,61.0974,-155.574
SVX,56.7431,60.8027
SVZ,7.84083,-72.4397
SWA,23.552,116.503
SWC,-37.0717,142.741
SWD,60.1269,-149.419
SWF,41.5041,-74.1048
SWFE,-13.3144,-56.1128
SWFN,-3.07278,-60.0211
SWH,-35.3758,143.533
SWHP,-14.0194,-52.1522
SWJ,-16.4864,167.447
SWKQ,-9.08278,-42.6444
SWMK,0.628269,-66.1151
SWO,36.1612,-97.0857
SWP,-22.6619,14.5681
SWPL,-12.1983,-53.3817
SWPY,-15.5656,-54.3378
SWQ,-8.48904,117.412
SWQT,-9.86444,-58.2292
SWS,51.6053,-4.06783
SWT,60.7094,77.66
SWU,37.2394,127.007
SWUY,-4.88422,-65.3554
SWVJ,-13.6639,-56.0022
SWX,-18.3739,21.8326
SWYN,-7.17287,-59.8396
SXB,48.5383,7.62823
SXE,-38.0908,146.965
SXF,52.38,13.5225
SXI,25.9089,54.5394
SXJ,42.9117,90.2475
SXK,-7.98861,131.306
SXL,54.2802,-8.59921
SXM,18.041,-63.1089
SXN,-20.5534,26.1158
SXO,-11.6324,-50.6896
SXQ,60.4757,-151.034
SXR,33.9871,74.7742
SXV,11.7833,78.0656
SXX,-6.6413,-51.9523
SXZ,37.9789,41.8404
SYA,52.7123,174.114
SYAP,4.01388,-58.605
SYD,-33.9461,151.177
SYH,27.8112,86.7124
SYJ,29.5509,55.6727
SYLD,5.96592,-58.2703
SYM,22.7933,100.959
SYO,38.8122,139.787
SYP,8.0856,-80.9453
SYQ,9.95705,-84.1398
SYR,43.1112,-76.1063
SYS,71.9279,114.08
SYT,46.4125,4.01326
SYU,-10.2083,142.825
SYW,26.4731,67.7172
SYX,18.3029,109.412
SYY,58.2156,-6.33111
SYZ,29.5392,52.5898
SZA,-6.14109,12.3718
SZB,3.13058,101.549
SZF,41.2545,36.5671
SZG,47.7933,13.0043
SZJ,21.6425,-82.9551
SZK,-24.9609,31.5887
SZL,38.7303,-93.5479
SZR,42.3767,25.655
SZS,-46.8997,168.101
SZT,16.6903,-92.5301
SZV,31.2631,120.401
SZW,53.427,11.7834
SZX,22.6393,113.811
SZY,53.4819,20.9377
SZZ,53.5847,14.9022
TAB,11.1497,-60.8322
TAC,11.228,125.028
TAE,35.8969,128.655
TAF,35.5424,-0.532278
TAG,9.66544,123.854
TAH,-19.4551,169.224
TAI,13.686,44.1391
TAK,34.2142,134.016
TAM,22.2964,-97.8659
TAO,36.2661,120.374
TAP,14.7943,-92.37
TAR,40.5175,17.4032
TAS,41.2579,69.2812
TAT,49.0736,20.2411
TAY,58.3075,26.6904
TAZ,41.7611,59.8267
TBB,13.0496,109.334
TBF,-1.22447,174.776
TBG,-5.27861,141.226
TBH,12.311,122.085
TBI,24.3153,-75.4523
TBJ,36.98,8.87694
TBN,37.7416,-92.1407
TBO,-5.07639,32.8333
TBP,-3.55253,-80.3814
TBR,32.4827,-81.7369
TBS,41.6692,44.9547
TBT,-4.25567,-69.9358
TBU,-21.2412,-175.15
TBW,52.8061,41.4828
TBZ,38.1339,46.235
TCA,-19.6344,134.183
TCB,26.7453,-77.3913
TCC,35.1828,-103.603
TCE,45.0625,28.7143
TCG,46.6725,83.3408
TCH,-2.85,11.017
TCL,33.2206,-87.6114
TCM,47.1377,-122.476
TCN,18.4972,-97.4199
TCO,1.81442,-78.7492
TCP,29.5878,34.7781
TCQ,-18.0533,-70.2758
TCS,33.2369,-107.272
TCX,33.6678,56.8927
TCZ,24.9381,98.4858
TDD,-14.8187,-64.918
TDG,9.07211,126.171
TDJ,11.783,42.917
TDL,-37.2374,-59.2279
TDR,-24.9933,150.093
TDS,-7.6217,142.868
TDX,12.2746,102.319
TEA,15.7759,-87.4758
TEB,40.8501,-74.0608
TEC,-24.3178,-50.6516
TED,57.0688,8.70522
TEE,35.4316,8.12072
TEF,-21.715,122.229
TEI,27.9412,96.1344
TEM,-34.4214,147.512
TEN,27.8833,109.309
TEQ,41.1382,27.9191
TER,38.7618,-27.0908
TET,-16.1048,33.6402
TEU,-45.5331,167.65
TEV,40.403,-1.2183
TEX,37.9538,-107.908
TEZ,26.7091,92.7847
TFF,-3.38294,-64.7241
TFL,-17.8923,-41.5136
TFN,28.4827,-16.3415
TFS,28.0445,-16.5725
TGA,1.38726,103.709
TGD,42.3594,19.2519
TGG,5.38264,103.103
TGH,-16.8911,168.551
TGI,-9.133,-75.95
TGJ,-21.0961,167.804
TGK,47.1983,38.8492
TGM,46.4677,24.4125
TGN,-38.2072,146.47
TGO,43.5567,122.2
TGP,61.5897,89.994
TGQ,-14.662,-57.4435
TGR,33.0678,6.08867
TGT,-5.09236,39.0712
TGU,14.0609,-87.2172
TGZ,16.5636,-93.0225
THE,-5.05994,-42.8235
THF,52.473,13.4039
THG,-24.4939,150.576
THL,20.4838,99.9354
THN,58.3181,12.345
THO,66.2185,-15.3356
THQ,34.5594,105.86
THR,35.6892,51.3134
THS,17.238,99.8182
THU,76.5312,-68.7032
THX,65.7972,87.9353
THZ,14.8757,5.26536
TIA,41.4147,19.7206
TID,35.3411,1.46315
TIE,7.2024,35.415
TIF,21.483,40.5434
TIH,-15.1196,-148.231
TII,32.6042,65.8658
TIJ,32.5411,-116.97
TIK,35.4147,-97.3866
TIM,-4.52828,136.887
TIN,27.7004,-8.1671
TIP,32.6635,13.159
TIQ,14.9992,145.619
TIR,13.6325,79.5433
TIU,-44.3028,171.225
TIV,42.4047,18.7233
TIW,47.2679,-122.578
TIX,28.5148,-80.7992
TIY,18.5701,-11.4235
TIZ,-5.845,142.948
TJA,-21.5557,-64.7013
TJB,1.0527,103.393
TJG,-2.21656,115.436
TJH,35.5128,134.787
TJI,15.9268,-85.9382
TJK,40.3074,36.3674
TJL,-20.7542,-51.6842
TJM,57.1896,65.3243
TJQ,-2.74572,107.755
TJS,2.83583,117.374
TJU,37.9881,69.805
TJV,10.7224,79.1016
TKA,62.3205,-150.094
TKC,4.08919,9.36053
TKD,4.89606,-1.77476
TKF,39.32,-120.14
TKG,-5.24056,105.176
TKH,15.2773,100.296
TKJ,63.3295,-142.954
TKK,7.46187,151.843
TKN,27.8364,128.881
TKP,-14.7095,-145.246
TKQ,-4.8862,29.6709
TKS,34.1328,134.607
TKT,16.896,99.2533
TKU,60.5141,22.2628
TKV,-17.3553,-138.445
TKX,-14.4558,-145.025
TLA,65.2404,-166.339
TLC,19.3371,-99.566
TLD,-22.1892,29.1269
TLE,-23.3834,43.7285
TLH,30.3965,-84.3503
TLI,1.12343,120.794
TLJ,62.8944,-155.977
TLK,59.8764,111.044
TLL,59.4133,24.8328
TLM,35.0167,-1.45
TLN,43.0973,6.14603
TLQ,43.0308,89.0987
TLS,43.6291,1.36382
TLU,9.50945,-75.5854
TLV,32.0114,34.8867
TLX,-35.3778,-71.6017
TMA,31.429,-83.4885
TMB,25.6479,-80.4328
TMC,-9.40972,119.244
TME,6.45108,-71.7603
TMF,2.211,73.1533
TMG,5.40257,118.658
TMH,-6.09922,140.298
TMI,27.315,87.1933
TMJ,37.2867,67.31
TML,9.55719,-0.863214
TMM,-18.1095,49.3925
TMN,-2.48583,175.97
TMO,7.24938,-61.5289
TMP,61.4141,23.6044
TMR,22.8115,5.45108
TMS,0.378175,6.71215
TMT,-1.4896,-56.3968
TMU,9.73852,-85.0138
TMW,-31.0839,150.847
TMX,29.2371,0.276033
TNA,36.8572,117.216
TNC,65.5631,-167.922
TND,21.7883,-79.9972
TNE,30.6051,130.991
TNF,48.7519,2.10619
TNG,35.7269,-5.91689
TNH,42.2539,125.703
TNI,24.5623,80.8549
TNJ,0.922683,104.532
TNM,-62.1908,-58.9867
TNN,22.9504,120.206
TNR,-18.7969,47.4788
TNT,25.8618,-80.897
TNW,-1.05972,-77.5833
TNX,13.5319,106.015
TOA,33.8034,-118.34
TOB,31.861,23.907
TOC,34.5938,-83.2958
TOD,2.81818,104.16
TOE,33.9397,8.11056
TOF,56.3803,85.2083
TOG,59.0528,-160.397
TOH,-13.328,166.638
TOI,31.8604,-86.0121
TOJ,40.4967,-3.44587
TOL,41.5868,-83.8078
TOM,16.7305,-3.00758
TOO,8.82611,-82.9589
TOP,39.0687,-95.6225
TOQ,-22.1411,-70.0629
TOT,5.86583,-56.3275
TOU,-20.79,165.259
TOW,-24.6863,-53.6975
TOY,36.6483,137.188
TPA,27.9755,-82.5332
TPC,-0.122956,-76.3378
TPE,25.0777,121.233
TPF,27.9156,-82.4493
TPH,38.0602,-117.087
TPJ,27.3509,87.6953
TPL,31.1525,-97.4078
TPN,-0.776111,-75.5264
TPP,-6.50874,-76.3732
TPQ,21.4195,-104.843
TPS,37.9114,12.488
TQD,33.3381,43.5971
TQL,64.9308,77.8181
TQQ,-5.76457,123.917
TQS,0.7459,-75.234
TRA,24.6539,124.675
TRC,25.5683,-103.411
TRD,63.4578,10.924
TRE,56.4992,-6.86917
TRF,59.1867,10.2586
TRG,-37.6719,176.196
TRI,36.4752,-82.4074
TRK,3.32667,117.569
TRM,33.6267,-116.16
TRN,45.2008,7.64963
TRO,-31.8886,152.514
TRQ,-8.15526,-70.7833
TRR,8.53851,81.1819
TRS,45.8275,13.4722
TRU,-8.08141,-79.1088
TRV,8.48212,76.9201
TRW,1.38164,173.147
TRZ,10.7654,78.7097
TSA,25.0694,121.552
TSB,-19.2619,17.7325
TSE,51.0222,71.4669
TSF,45.6484,12.1944
TSH,-6.43833,20.7947
TSJ,34.2849,129.331
TSL,22.0383,-98.8065
TSM,36.4582,-105.672
TSN,39.1244,117.346
TSR,45.8099,21.3379
TST,7.50874,99.6166
TSU,-1.47444,175.064
TSV,-19.2525,146.765
TSX,-0.092973,117.453
TSY,-7.3466,108.246
TTA,28.4482,-11.1613
TTB,39.9188,9.68298
TTC,-25.5643,-70.3759
TTD,45.5494,-122.401
TTE,0.831414,127.381
TTG,-22.6196,-63.7937
TTH,17.666,54.0246
TTI,-17.0133,-149.587
TTJ,35.5301,134.167
TTL,-16.966,177.368
TTN,40.2767,-74.8135
TTQ,10.42,-83.6095
TTR,-3.04474,119.822
TTT,22.755,121.102
TTU,35.5943,-5.32002
TUA,0.809506,-77.7081
TUB,-23.3654,-149.524
TUC,-26.8409,-65.1049
TUD,13.7368,-13.6531
TUF,47.4322,0.727606
TUG,17.6434,121.733
TUI,31.6922,38.7315
TUK,25.9864,63.0302
TUL,36.1984,-95.8881
TUM,-35.2628,148.241
TUN,36.851,10.2272
TUO,-38.7397,176.084
TUP,34.2681,-88.7699
TUR,-3.78601,-49.7203
TUS,32.1161,-110.941
TUU,28.3654,36.6189
TUV,9.08899,-62.0942
TVA,-17.8501,44.9205
TVC,44.7414,-85.5822
TVF,48.0657,-96.185
TVI,30.9016,-83.8813
TVL,38.8939,-119.995
TVU,-16.6906,-179.877
TVY,14.1039,98.2036
TWB,-27.5428,151.916
TWF,42.4818,-114.488
TWT,5.04699,119.743
TWU,4.32016,118.128
TWZ,-44.235,170.118
TXF,-17.5245,-39.6685
TXG,24.1863,120.654
TXK,33.4537,-93.991
TXL,52.5597,13.2877
TXN,29.7333,118.256
TYB,-29.4511,142.058
TYF,60.1576,12.9913
TYL,-4.57664,-81.2541
TYM,24.1691,-76.4391
TYN,37.7469,112.628
TYR,32.3541,-95.4024
TYS,35.811,-83.994
TZL,44.4587,18.7248
TZR,46.3931,17.9175
TZX,40.9951,39.7897
UA30,40.0429,70.8378
UAAT,42.8896,73.602
UAB,37.0021,35.4259
UAFE,41.4845,71.7337
UAFJ,40.9444,72.9778
UAFN,41.4415,76.1306
UAFW,42.8532,74.8465
UAFZ,41.4103,74.0444
UAH,-8.93611,-139.552
UAI,-9.30331,125.287
UAK,61.1605,-45.426
UAM,13.584,144.93
UAON,46.055,63.25
UAP,-9.35167,-140.078
UAQ,-31.5715,-68.4182
UAR,32.5143,-1.98306
UAS,0.530583,37.5342
UASA,47.9186,80.4528
UATR,47.905,59.62
UB13,39.9014,46.787
UBA,-19.7647,-47.9661
UBB,-9.95,142.183
UBJ,33.93,131.279
UBP,15.2513,104.87
UBT,-23.4411,-45.0756
UCB,41.1297,113.108
UCK,50.6784,25.4872
UCT,63.5669,53.8047
UDD,33.7484,-116.275
UDI,-18.8836,-48.2253
UDJ,48.6343,22.2634
UDLS,41.0485,44.3372
UDR,24.6177,73.8961
UDYE,40.1221,44.465
UEL,-17.8555,36.8691
UENK,63.885,122.777
UEO,26.3635,126.714
UERA,65.9592,111.547
UERT,59.458,112.563
UET,30.2514,66.9378
UFA,54.5575,55.8744
UGA,48.855,103.476
UGC,41.5843,60.6417
UGEJ,39.824,45.674
UGMS,43.0536,42.749
UGN,42.4222,-87.8679
UGO,-7.60307,15.0278
UGU,-3.73956,137.032
UHE,49.0294,17.4397
UHHT,48.525,135.153
UHKD,50.6056,137.081
UHKG,49.2357,140.193
UHMF,62.457,155.745
UHMG,61.835,160.548
UHMH,62.7667,148.147
UHMI,68.8683,-179.373
UHMK,67.845,166.14
UHML,65.58,-170.997
UHMS,62.9208,152.423
UHMT,59.6233,150.922
UHMW,61.9217,159.23
UHPK,56.2386,162.688
UHPL,59.0817,159.888
UHPO,56.09,159.877
UHPT,60.3828,166.026
UHPX,55.1783,166.048
UIAE,50.0331,118.061
UIAR,56.9133,118.27
UIB,5.69076,-76.6412
UIBV,56.4877,104.106
UIH,13.955,109.042
UII,16.1131,-86.8803
UIIB,52.915,103.575
UIIR,52.3683,104.183
UIK,58.1361,102.565
UIKM,58.3133,112.89
UIN,39.9427,-91.1946
UIO,-0.129167,-78.3575
UIP,47.975,-4.16779
UIUB,54.3692,113.479
UIUN,55.8008,109.595
UJE,8.92806,165.762
UKA,-4.29333,39.5711
UKB,34.6328,135.224
UKDM,46.88,35.305
UKFG,45.115,33.977
UKFI,45.093,33.595
UKFY,45.7009,34.4189
UKG,70.011,135.645
UKI,39.126,-123.201
UKK,50.0366,82.4942
UKKH,49.7906,30.4414
UKKO,50.1583,28.7383
UKLT,49.5242,25.7001
UKOE,46.5785,30.7031
UKS,44.689,33.571
UKT,40.4352,-75.3819
UKX,56.8567,105.73
ULA,-49.3068,-67.8026
ULAE,65.8783,44.215
ULAH,64.4417,40.4217
ULAK,69.0317,33.4183
ULAT,64.79,38.42
ULB,-16.3297,168.301
ULD,-28.3206,31.4165
ULDA,71.6167,52.4783
ULG,48.9933,89.9225
ULH,26.48,38.1289
ULK,60.7206,114.826
ULLK,58.625,31.385
ULLP,59.685,30.3383
ULLS,59.3567,30.0367
ULN,47.8431,106.767
ULNR,57.9614,31.3844
ULO,50.0666,91.9383
ULP,-26.6122,144.253
ULPM,64.618,30.687
ULPP,61.8319,34.2956
ULPW,61.7361,30.6736
ULQ,4.08836,-76.2351
ULU,2.80556,32.2718
ULV,54.2683,48.2267
ULY,54.401,48.8027
ULZ,47.7093,96.5258
UMD,70.6804,-52.1116
UME,63.7918,20.2828
UMMA,53.1,26.05
UMMB,53.9605,27.6506
UMMI,53.9135,27.7088
UMMO,52.557,24.884
UMNB,53.105,29.205
UMR,-31.1442,136.817
UMS,60.357,134.435
UMU,-23.7987,-53.3138
UNA,-15.3552,-38.999
UNAU,53.385,92.045
UNBI,52.48,85.34
UNCC,55.0917,82.9067
UND,36.6651,68.9108
UNG,-6.12571,141.282
UNI,12.6001,-61.4119
UNIB,61.6767,96.355
UNIS,60.3733,93.0117
UNIT,64.3335,100.433
UNIW,60.3597,102.324
UNK,63.8884,-160.799
UNKI,58.4794,99.0939
UNKM,56.177,92.54
UNKO,55.4549,89.1739
UNLL,58.3253,82.9325
UNN,9.77762,98.5855
UNNE,55.0924,83.0045
UNOS,54.975,73.555
UNT,60.7472,-0.85385
UODN,80.8032,47.6636
UOIG,66.84,88.4033
UOL,1.1027,121.414
UOOW,69.3969,88.3537
UOS,35.2051,-85.8981
UOX,34.3843,-89.5368
UPB,23.0328,-82.5794
UPG,-5.06163,119.554
UPL,10.8922,-85.0162
UPN,19.3967,-102.039
UPP,20.2653,-155.86
URA,51.1508,51.5431
URC,43.9071,87.4742
URD,49.7942,11.1336
URE,58.2299,22.5095
URG,-29.7822,-57.0382
URJ,60.1033,64.8267
URKH,44.68,40.035
URMG,43.2981,45.7841
URO,49.3842,1.1748
UROD,69.375,86.1567
URS,51.7506,36.2956
URT,9.1326,99.1356
URY,31.4124,37.2789
USA,35.3878,-80.7091
USH,-54.8433,-68.2958
USI,8.2,-59.7833
USK,66.0047,57.3672
USM,9.54779,100.062
USMQ,67.9867,75.1
USN,35.5935,129.352
USPT,59.5795,56.8577
USQ,38.6815,29.4717
USR,64.55,143.115
USS,21.9704,-79.4427
USSK,56.7017,60.79
UST,29.9592,-81.3398
USU,12.1215,120.1
UTA,-18.9975,32.6272
UTC,52.1273,5.27619
UTH,17.3864,102.788
UTI,60.8964,26.9384
UTK,11.222,169.852
UTM,34.681,-90.3467
UTN,-28.3991,21.2602
UTO,65.9928,-153.704
UTP,12.6799,101.005
UTS,65.4373,52.2003
UTT,-31.5464,28.6734
UTTP,41.3127,69.3914
UTW,-31.9202,26.8822
UUA,54.64,52.8017
UUBD,54.6447,39.5704
UUBL,56.1267,40.315
UUBM,55.56,37.985
UUD,51.8078,107.438
UUDG,54.785,37.645
UUK,70.3308,-149.598
UUMB,55.6117,36.65
UUMT,54.905,39.0267
UUN,46.6603,113.285
UUOS,51.3292,37.7688
UUS,46.8887,142.718
UUWE,55.2283,36.6083
UUYK,63.8233,57.28
UUYV,65.0317,53.97
UVA,29.2113,-99.7436
UVE,-20.6406,166.573
UVF,13.7332,-60.9526
UWKG,55.8667,49.1333
UWOD,51.5,59.9361
UWOH,52.0783,59.6833
UWUM,54.83,56.1683
UWWB,53.7184,52.3719
